GeneSymbol	B cells	T cells	NK cells	Monocytes	Eosinophils	Neutrophils
ABCG1	183.607448652084	1	872.925012415356	1	1	189.813719951447
ABCG4	68.2884399467774	36.434535827213	0.666000651241822	77.4386719868689	424.718050304153	4.27398451600869
ABCG8	1	30.7967267743548	30.8805365991328	24.6535982243954	242.652176749964	23.9321068349733
ABHD11	104.315380510665	64.4093480878068	278.932809228263	141.545834299847	817.04829371517	104.978463455234
ABHD11.AS1	57.1867480051895	80.3947813220555	1	82.9866879842027	543.962609300315	40.0247752600175
ABHD12B	57.0220222447938	12.8043767436395	26.7478008876933	18.3378148620473	1	13.5572317258494
ABHD13	22.9583473969072	16.5269338767693	1	27.0057044215798	1	21.5430145471301
ABHD14B	270.445744221679	167.96870759454	449.49846201023	191.701658731828	1	70.0753313006299
ABHD16A	1	1	535.587552096344	286.398796576179	1	134.28435324618
ABHD16B	83.4629986839612	29.762207234895	1	1	1	40.2414570016207
ABHD2	1	1	531.908925334207	92.4573937493923	1	150.979268589486
ABHD5	1	1	1	1	1	2012.18759923918
ABHD6	1	84.9219966710697	272.226638400436	252.598285736792	1	98.6462768952505
ABI1	0	0	0	0	18508.344545731	886.582154756834
ABI3BP	1	27.6307139879836	1	13.5721948655845	1	14.407438141887
ABL1	1	158.086188308844	403.446207336247	273.471015957046	1	261.31262130803
ABL2	43.9837242861846	8.92066355848716	70.4347543616671	46.6943475932223	1	54.6979133529804
ABLIM2	123.9016780533	1	1	1	1	140.852344271398
ABO	1	174.942873383881	1	1	1	107.266771990906
ABP1	1	17.6426604288968	52.9173300314575	33.9062548099278	1	41.9192068985535
ABR	1	567.887306217165	5357.13905500061	1880.18520488276	1	1539.34738727177
ABTB1	1	1	17052.8725213079	3474.93978098586	1	9242.51274182674
ABTB2	118.037027654471	76.4889821852493	1	1	1	137.019607830554
ACAA1	1	611.850742949663	2852.59115975609	3374.47717072838	1	2694.05061269053
ACACA	92.4927726299771	82.6493361078715	71.4745352217886	114.110218529265	1	61.1002244498563
ACACB	0	45.144038135368	117.619277168348	0	2982.8884441433	13.8086732341139
ACAD11	153.791524934396	53.690728307695	142.988622309455	120.268778142472	1129.72606302015	20.5071991346496
ACAD8	1	74.6168927985204	126.44943320706	112.462045804219	3296.13994515123	37.0907466579551
ACAD9	860.490394296228	924.852903580399	0	1397.12746594121	0	0
ACADM	367.55601976465	31.4794873610495	97.3153504238413	154.620566056493	1	45.601611496422
ACADS	49.692324559847	30.1835943076102	116.429623151705	100.883518301915	1	20.6189782318076
ACADSB	32.3997311344053	80.9956970293318	160.203315509054	79.6050716560466	1	45.7192398614973
ACAP1	1	1	1931.04733442424	932.602192421972	1	582.760609298305
ACAP2	1	1	544.279672289935	280.962976587519	1	374.379459829727
ACAT1	1	51.0116217383226	52.4340451333218	135.491710299392	1	37.4876493829001
ACBD3	133.121069364779	36.3674782417139	1	78.3530527851949	3261.55739001996	17.8706506081479
ACBD4	4729.04985114762	920.180670372789	1	1	1	317.225606819125
ACBD5	76.1331134693942	36.9780273367093	70.0373447729876	67.5955992525139	1	63.4031618592586
ACBD7	65.0124990809713	31.2304711122159	1	19.7665699109644	1	14.648065567116
ACCN1	216.821304211065	46.2431267053741	1	1	1	83.2905707452327
ACCN3	1	150.297051539544	1	94.7104644905006	4728.48685869586	1
ACCN4	4193.44926973299	890.457350845953	1	1	1	358.669842212725
ACCN5	1	20.6650712855	1	13.4705828025039	161.970233977203	18.6375456109631
ACCSL	69.4427333143418	36.3270095182302	0	31.9729528172923	118.363595006831	38.904199089127
ACIN1	1	198.141315811241	697.907260002289	1	1	418.026853781417
ACMSD	0	276.512308113733	898.320742691772	0	0	0
ACN9	1	1	444.372998552024	363.552732446846	1	334.791141566562
ACOT12	5206.94145856032	688.027311613477	0	0	0	408.187119867707
ACOT13	1	425.241244698286	1	469.416431909431	22887.4572057372	143.266835579767
ACOT4	132.222109803769	56.6856188059408	1	64.7596729715367	7819.78243652148	1
ACOT6	56.2794336911103	27.5404875104461	0	67.4445905429776	0	9.45636482643771
ACOT7	281.319652859927	198.671286031048	1	207.704517758304	1	83.9951223102216
ACOT9	1	87.6393873174961	387.769297968569	162.814031382416	1	204.524210608117
ACOX2	1	24.6744182832865	144.487811520762	165.127408959058	544.508613920725	42.0755828561995
ACOX3	1	121.60458732213	155.615820304747	206.19856630532	926.941296215386	37.0493567521317
ACOXL	93.7377592086138	18.7367361489477	75.7616993596321	18.3890633170441	1237.68728551777	23.4859846994273
ACP1	719.014346980038	713.515845155791	810.764529424988	583.752529049494	1	1
ACP2	73.2546175670384	45.1615539022099	128.792768092838	162.053671714699	1	56.4777054008911
ACP6	56.5429932264885	1	160.3230817126	65.44247690176	1	48.4634888247232
ACPL2	1	135.059025724199	1	69.7173784184743	1	112.419756986399
ACPP	1	18.8811012900083	69.2349813490822	114.23111595857	1	42.0938040292373
ACR	159.317058892971	73.7971985753133	1	1	1	58.8073927131453
ACRBP	3317.00903170923	1077.75553468313	1	891.523438160352	1	950.624828920182
ACRV1	1	100.561725482891	1	1	1	1
ACSBG2	1	45.9549516718088	1	1	687.82638124657	27.5230251500232
ACSF3	447.787665123924	302.164524541489	791.279569871561	339.831427645999	1	382.827136535535
ACSL1	1	1	18985.0491969585	1	1	7439.29148881086
ACSL3	1	41.4084316291766	430.797519907029	245.055772876156	1	177.79046452987
ACSM4	1	52.6044202573936	1	63.4042248965296	1	1
ACSM5	5752.6995755493	3099.37336735445	1	1	1	1259.42107202848
ACSS1	296.306472879888	368.250981680955	878.747416107932	377.050174824502	1	124.225171615488
ACSS3	49.1262027008194	21.1027556734926	43.1030539620819	29.1114891433771	1	29.6498000296047
ACTA2	67.0819692863079	24.6883418299712	180.687110973432	171.783380562223	1	79.972692002823
ACTB	2668.18745739284	1531.0774322593	7464.68150797863	12050.1069955045	1	3237.37948844934
ACTG2	1	96.4226501516262	141.397094267758	92.4220306891667	1	60.247482171727
ACTL6B	1	235.243987526212	1	1	1	1
ACTL7A	289.551971786249	89.4233836948866	1	1	1	68.4638016172915
ACTL8	120.689193377466	76.0627761829768	1	1	1	67.4487779223593
ACTL9	1	47.6927717820475	1	27.4304964091697	906.112489642577	16.6854314682385
ACTN1	1	1	4703.32755270753	2633.96025079502	1	3110.87157270309
ACTR10	1	1	149.770082559356	97.159717981335	453.228469891616	62.2042567954319
ACTR2	1	1	1700.43723293042	2437.23769073429	1	1745.59855493659
ACTR3C	45.2869117555223	30.3642999898978	61.1770172692476	29.7563761630444	1	30.2387239721233
ACTR5	1317.40521449932	456.743181438457	0	0	0	243.8436844374
ACTR6	209.909659946656	72.3523922948328	156.517896076743	171.363891795979	1	47.9340581911792
ACTR8	1	253.199344757633	1	199.012589256453	11095.9000696411	1
ACTRT2	36.6382916569008	40.6162785113556	1	1	1	30.3789850042579
ACVR1	69.755701752906	33.7993858957436	161.225446976335	190.540827068384	1	63.2091493501
ACVR1C	19.6390661482054	36.774275588618	55.7107272341554	16.6535712585655	1	16.9916149887207
ACVR2A	71.7986701721822	17.0859178638785	76.1705834880109	18.7425319936688	1	13.9135823004617
ACY1	1	531.891097700642	1135.82923854345	764.264621061874	3206.81884539618	227.07973362653
ACYP1	1015.25309146193	491.928164839083	472.838560908206	490.644493420789	1	1
ADA	1	2466.71160265347	2529.348721422	1	1	283.977987074892
ADAD1	131.613288238783	61.0752858948112	0	0	0	33.1236124059885
ADAL	382.396702644932	0	0	357.694091298576	0	0
ADAM1	47.1662932468014	81.3826582925156	112.998765357161	95.1517504432484	1	33.6384884571141
ADAM10	171.445061240164	1	193.414156459004	148.06109786615	1	320.764122747656
ADAM11	63.1854578900602	127.429535228137	1.45036922056284	168.627726404917	0	48.8151718916427
ADAM12	1	173.723236320158	1	1	2133.76868282151	1
ADAM17	1633.21433128757	191.450620876391	1	1	1	466.808562238275
ADAM18	12.2677756649598	14.9981160573983	8.48442279772085	14.3624116791933	116.525867854605	12.1506967685678
ADAM20	1	78.2543593328074	1	70.3643375708819	1759.88103432599	1
ADAM23	268.863169783284	31.921062067107	0	0	0	72.3826406825437
ADAM29	82.6771295904017	23.4225037948834	43.6583287430725	1	1	20.7233078375452
ADAM30	66.5693932643297	38.8644870434928	7.42185234194338	55.3930411837381	576.264423415678	0
ADAM32	63.1748999996405	14.9839475494239	21.3997511578125	3.7019274681354	0	17.3993952568901
ADAM33	457.537837424089	101.625341994898	1	1	1	91.976415458452
ADAM3A	1	35.6668834934384	1	49.2017588986341	1	1
ADAM6	58.2686863398458	9.51569692041631	5.47161051180434	42.5408540959673	332.783943004812	8.47797961532859
ADAM7	0	0	0	0	0	781.005175963344
ADAMDEC1	1	14.2253595719926	22.2420438113858	21.0611559867925	1	16.795670056287
ADAMTS1	1	175.140096476465	1	147.287671222023	4266.37565462713	1
ADAMTS12	32.8808226254065	30.3885247357191	20.1289909554413	23.353830263815	1	13.405800255488
ADAMTS13	329.01031335306	97.1557685128023	1	218.43476657646	14182.3134714358	1
ADAMTS14	71.1843893847368	62.2546917598652	0	88.5294029410396	0	40.2094509908668
ADAMTS15	1	41.2604912804554	1	1	1	13.3688458329728
ADAMTS16	1	45.7045864408244	43.5817882850143	37.4418811373072	1	3.41447713746773
ADAMTS17	1	40.9183966584206	1	21.034890906859	1	20.5011739288684
ADAMTS18	1	13.7035845477751	33.0480250693243	1	301.274434072678	23.5197626297568
ADAMTS19	563.433724928895	101.651014911149	1	1	1	130.584266852295
ADAMTS20	11.8047907303545	11.6963350869759	14.0933443470443	11.2994895694608	1	15.8090478228248
ADAMTS4	1	66.0385700251499	1	38.6741228861787	347.058644497621	18.5996254460755
ADAMTS5	15.6906881072288	25.1204364150788	1	8.2653894794191	1	23.5633871185016
ADAMTS6	1	39.1952023030033	1	9.42642239676352	144.835073600172	10.9814589902698
ADAMTS7	228.800704341814	84.3647756325741	1	1	1	98.3796789684031
ADAMTS8	27.6067956236666	19.4083840956528	44.035141427657	25.0547980584576	1	15.2389155592352
ADAMTS9	41.6709351126317	29.3791793982549	49.9444426388554	38.7364257954011	1	40.2959928888077
ADAMTS9.AS1	16.5389061768128	12.164059948746	20.8511678330614	12.9041850645265	219.291245318093	13.0188299646248
ADAMTS9.AS2	32.7387332597152	16.9715551477207	1	1	1	45.0870987541298
ADAMTSL1	1	36.7990332071778	1	27.5957221633573	477.38189314212	11.7424219944829
ADAMTSL3	61.6180450147125	19.5076464619161	19.6603555105141	1	1	11.2008956422177
ADAMTSL5	3449.32550807735	1801.49578324487	1	1	1	484.6014579671
ADAP2	1	136.969960514086	1	1071.91332727727	1	665.318521248193
ADARB1	1	338.562589872884	219.195210838601	228.833729151765	1	51.168475580944
ADARB2	125.419070386861	51.8830249817111	1	1	1	89.8614485015066
ADC	54.6532219567843	82.0791294330952	1	23.9638511780446	1	41.0062243176412
ADCK2	32.8507916132743	17.5272679588056	149.983491126214	65.3925674817092	1	30.5240814517665
ADCK3	76.2982267361606	69.2585050255948	1	1	1	51.9937188311349
ADCY1	0	243.743324589091	0	277.855187236184	4963.44059655895	0
ADCY10	1	19.8564525574009	1	15.9341975629059	602.430929743122	18.7998798250476
ADCY3	1063.55649295242	1	1	1066.57057141205	6938.0701956867	545.900385071811
ADCY4	1	102.21339676501	766.015307850377	132.521016543948	3255.54524208121	207.625219624548
ADD1	1	122.083301744849	287.263722775332	280.269960490942	4300.12764533354	85.5009481028914
ADD2	0.727070146198286	16.8086638062256	25.8880216777435	12.7324715195159	1036.45283725139	23.1207229236359
ADD3	1	310.49126329316	2126.13567578521	1825.69369228135	6060.9048830079	970.794844835115
ADH1C	1	52.5140799171458	1	1	1	48.0560307985353
ADH4	1	18.9810176996028	32.5100250047438	20.5174902884949	1	30.8048571561375
ADH5	1	60.1826330488533	93.7848852345635	104.660846006008	1	41.9506007388921
ADH6	14.3817904096795	16.4019927771261	21.5200273059625	20.029144456358	453.932369747457	13.3663447847928
ADH7	1	88.8624354908224	1	45.3726586525381	1502.60019024797	1
ADHFE1	24.0599497865967	34.6661429212214	118.150790015563	47.1744943176132	1	29.8060498591462
ADIPOR1	2991.28524874805	674.930328951182	1	1614.89672975294	1	446.178595282021
ADM2	124.91448074755	44.9771206509573	140.341131739567	158.897495986889	1	84.6636591057178
ADNP	623.937363275197	572.285165976233	1	1	1	344.303737231021
ADO	167.997378391908	37.4425512390712	1	85.5564818592191	1	14.108591066073
ADORA2A	1	25.4540387586259	53.2949089160034	42.3179790879862	1	24.9139734446697
ADORA2B	1	27.4688839705117	101.629705720524	251.863202466452	1	90.4040188486278
ADORA3	45.8388160427619	1	69.5753809141597	57.4745214706355	1	24.6586784202537
ADPRH	0	116.785351397088	92.7595073928703	311.602496243717	1129.31579080315	37.7522812688659
ADPRHL1	76.7002741999928	23.1463801586208	41.2294185222257	21.1510382027897	1	13.8280722301384
ADPRHL2	166.12423102447	88.5603814227283	324.272072227097	94.3018922607611	1	136.027921198245
ADRA1A	38.6151888384155	14.3708946879835	1	1	1	27.2044218161433
ADRA2C	1	661.899837686229	1	404.849977857146	11774.9468078445	1
ADRB1	1	24.0059693256203	29.1900794034057	25.1983548570325	1	23.7940097276219
ADRB2	145.041712285601	298.740816941992	879.235278360529	120.819627457065	1	140.411016433629
ADRBK2	254.542945189781	420.770837972451	1	610.376122385376	1	437.306103957663
ADRM1	379.505375574653	160.44202819316	1076.745807521	633.593068881894	1	269.579637353135
ADSS	367.708526124092	59.1710286774036	405.0983113357	353.706445383077	1	154.994664890944
AEBP1	1	242.745992477695	287.179687087312	365.249383842258	1	147.645047134105
AEN	228.342607748085	38.8321485166638	181.915623515365	144.11250535765	1	23.8320035028917
AES	1	4689.02973789602	4611.26588567214	739.3706751571	1	635.951232015766
AFAP1L1	1	105.005872738524	1	62.2674387069609	1276.85632633615	11.7460325168439
AFF1	1	20.9270706875311	372.690175797118	130.746709227078	1246.98398396778	102.003846484421
AFF3	115.018619619726	82.4500458476584	79.0569443436543	45.8981402269719	1	25.2109795377211
AFF4	112.805987780468	16.1574413098456	220.22391042714	159.736206640115	1	79.2417273783005
AFG3L1P	1	96.5160586637279	93.1592984426518	33.7902593163778	1	63.7315569544054
AFM	66.7788823514424	33.0565697230124	43.8045077130591	31.8659453272117	0	9.7084585618719
AFP	497.141615779385	664.023048841254	1	405.106756815505	1	1
AFTPH	1	1	965.702228436516	696.235960035249	1	414.546275148836
AGA	1	41.776910916771	439.213232024771	261.853252149035	1	132.273153203914
AGAP11	0	163.059470342237	0	129.822146419766	3361.2545262369	0
AGAP3	2157.94339949803	563.409341100786	461.855175838893	324.743318054088	7878.25274657234	96.9883346490107
AGBL1	1011.4187356165	113.043858543673	1	1	1	140.46436440857
AGBL2	29.3104735647318	17.4939610197676	87.7614576591721	10.1726620879059	231.473095657285	26.4908496948004
AGBL3	94.6459408368714	43.6013292090002	1	19.7801123429337	1	39.6558770448792
AGBL4	54.8793259166202	34.557852128262	1	1	1	57.3605533169423
AGER	1	72.1315288157217	196.517446687792	128.093381572922	1	95.5097529696147
AGFG1	1	1	570.198320781666	474.729948536271	1	244.214946157709
AGL	275.240154735139	1	487.147467191266	392.489301636575	1531.94332566108	89.7563857416889
AGMAT	97.532699665869	88.5302477929887	76.8414757715688	78.8863424763775	1	36.6002526381653
AGPAT4.IT1	2012.13270247623	426.104172578998	1	536.780154518522	1	1
AGPHD1	31.898741424181	34.1036044943871	34.2851044986095	33.6698883191976	1	27.6383698752752
AGPS	81.1397964971945	65.6896891958026	170.393750738126	165.562239665638	1	60.6587624399144
AGR3	0	122.967992710521	0	153.947632841747	2415.29324668412	0
AGRN	1878.13512120164	374.470904271046	528.017127373899	1	1	1
AGTPBP1	1	1	2148.92719644727	1462.12083011766	1	984.486431449463
AGTR2	1	14.6998915134768	18.484525870143	13.434411172757	1	13.9806617984093
AGTRAP	848.304798162584	1	1490.99667512586	1707.34304692036	1	959.479330222651
AGXT2L2	313.913255164605	1	1151.84757317449	885.450775706918	1	427.90301203549
AHCY	214.804170458387	170.047895816375	320.166119282699	218.850935275926	1	46.5378048414405
AHCYL1	224.957322279779	173.899854451958	894.514940065044	544.449264811228	3345.93624102471	356.924508669044
AHI1	1	52.4681831049275	39.5893959295895	38.0938955860707	1	23.3166795706589
AHNAK	1	840.605840662196	835.291162613155	702.083016724466	1	257.613235370213
AHNAK2	25.0747675522692	18.0098702072791	55.3152410245962	27.4035687187159	1	23.8248971420415
AHR	1	41.798300573618	368.390206176387	396.874407628817	1122.36811308315	150.762838569811
AHSA2	1	21.1089103961659	101.970482710589	54.0384382152168	1	48.9217235544136
AHSG	2935.68825382525	2230.26701538779	1	2018.80046902488	11073.6853536836	483.126742472848
AHSP	14847.1920724014	9420.54088343585	0	7088.63635701554	281036.727697181	609.739588030343
AIF1	790.515503636307	155.590994021941	1	1	1	100.370447413005
AIF1L	148.222399227564	109.497630222198	1	91.0851288321375	1	98.5037246423852
AIFM1	282.633454790639	259.607245903053	233.476568356612	404.946744863225	1	258.632340396961
AIFM2	0	0	4046.44730781093	847.585280224254	0	0
AIFM3	1	25.3189547232232	68.0954149948779	77.2798734399902	1	30.2908722964324
AIG1	269.751459028369	1	1	252.950956652677	1	163.618519084132
AIM1	185.680992641431	84.305382181844	494.511409359918	633.263214560597	1	351.474687272343
AIM1L	919.535428141099	102.640862319783	1	1	1	99.3782077171351
AIMP1	1093.13540440755	719.114576550873	1	145.724562795083	1	334.000641271555
AJAP1	230.39879303553	94.1563729104742	99.8758226843174	128.727103671086	1	48.7139849509868
AK1	1947.6620919689	175.754995516513	1	857.650794304777	1	120.934565186667
AK2	350.183813244092	194.663237472897	314.9153467282	314.961497648685	1	139.913049485989
AK3	216.7914867876	82.0486552221452	233.921650888846	132.245767098637	1	125.462538070407
AK4	239.543620845232	74.1770871537273	1	59.5194134557214	603.243795853543	82.0247919752667
AK5	12.8966265503793	31.2475312163463	34.044731415759	24.7968554577028	1	13.1900822704052
AK7	21.7074778514874	19.084326501548	30.2441368907026	26.5126400173547	1	15.3356005872042
AKAP10	1	1	485.394452221104	338.43047769073	1	206.660579105128
AKAP11	590.214668977859	1	1	1	19704.7055312652	1
AKAP12	40.751881874278	81.3095184769856	1	49.094038691653	1	41.3719014535073
AKAP13	709.88342516635	0	0	0	0	1987.3212236279
AKAP14	80.3176834911909	20.600141401944	31.6063084835429	10.7846314209156	1	8.1396015167568
AKAP3	33.2857311286387	16.944646130928	25.7253841862379	15.7334274703563	409.223666601946	13.5788916036987
AKAP5	1	32.1563940515369	70.9742655812823	24.2474062031624	1	18.5237984925797
AKAP6	78.7649790106179	16.131692148823	15.2855619541747	28.0840722170916	138.207957354779	4.10884528131648
AKAP8L	375.552654041872	277.385570013932	897.435551484158	543.946314523027	1	351.427825673957
AKAP9	16.0917179047364	22.139031862932	38.0309821687728	18.7402962130393	1	23.4155125682825
AKD1	1	34.6377025594368	1	50.7972113462831	271.798187214403	11.4409361341728
AKIRIN1	1	95.8831860923711	1140.27729445336	483.074171167444	1	471.045805057111
AKIRIN2	1	1	750.85363931559	322.711157221425	1	849.527410510244
AKIRIN2.AS1	1	1	664.306376907875	274.027720288756	1	155.223690018317
AKNA	1	18.3180207811852	390.411693411158	58.885353553019	1	58.1762447997624
AKNAD1	137.714230975954	37.6672959525296	1	1	2433.01891436358	21.9899772631529
AKR1B10	1	32.6187123749818	1	1	1	44.4619500390454
AKR1B15	79.7592756695189	78.4806587540371	1	71.6510351924586	1737.82283933018	1
AKR1C1	332.827517412054	59.9569499265507	1	115.893329785718	7664.63778562705	1
AKR1D1	18.1980993843938	15.390022700715	14.551821029624	8.88705830488061	1	13.5286043650197
AKR1E2	56.8154411782342	31.6248625347431	37.8120971363219	5.04600785267229	703.051326595787	18.233005533323
AKR7L	39.0009834464717	32.1344337639265	42.5538348548129	53.0076030107044	1	13.723436843354
AKT1S1	366.438868792153	205.174573232757	1	429.715759583911	1	167.010883290446
AKT3	0	0	7055.4051819261	3537.14110513172	0	0
AKTIP	1	1	517.600667025148	339.944106320105	1152.02874590067	182.806726011466
ALAS2	142401.164468886	66404.0404864114	1	37915.2057728155	1	21524.5573778862
ALB	3096.11915435751	1	1	1	16956.7380894234	1
ALDH1A1	1	169.528607169713	328.884273302915	208.469704404128	1	81.6448838139365
ALDH1A3	91.1871986600172	32.0197789918559	1	19.9380946120201	1	24.1826484432829
ALDH1L1	256.448046471582	36.4413422677558	1	1	3888.27800399023	21.9741941889462
ALDH3A1	437.961195811813	113.87586385734	228.116118538129	0	0	89.0365541057784
ALDH3A2	146.557360558931	90.8361508073232	111.635803737391	129.324804084944	872.789578100596	76.1444181017133
ALDH3B1	1	521.473676448597	279.912506595638	638.650495828935	1	94.7252750067233
ALDH4A1	1615.36404486189	331.183546183278	705.182477656122	1	1	330.890700010774
ALDH5A1	267.544802317354	129.017319949643	1	165.730737507589	2225.30428673772	28.1316742414106
ALDH7A1	1	173.685930275882	217.781599516377	166.425985168269	1	63.5214321653897
ALDH8A1	1	89.1180969044225	1	81.402519429687	2591.75051451023	1
ALDH9A1	217.623168986911	87.2124122930282	242.937969249402	163.326986896517	1	160.31246237693
ALDOA	4837.25913002472	1285.95515530679	17266.3894577814	11183.8823901716	81194.6137799096	6402.89605749188
ALDOB	93.6601087110703	18.2682552779642	1	18.0798302694588	1091.22009022516	17.8603125010954
ALDOC	279.441731898187	134.237288730485	909.144832573343	411.904693828343	1	202.530119213217
ALG1	52.6351097261153	29.2797222881348	44.4754457038106	79.6225119937172	1	37.0309712715515
ALG10	23.1498749505018	22.3950127228915	34.3487370227549	49.2723470737666	505.083788230517	21.1839432301428
ALG10B	1	61.5599588010553	132.466869501391	96.0425410232042	1	57.2809003152759
ALG12	41.3822817912057	136.656396615531	0	578.366704302748	0	72.5328449905244
ALG13	1	180.396218271311	346.48193683694	180.602714495335	1	133.988083416296
ALG1L2	1	186.498527380063	234.482285158288	134.789999740434	8166.6127714474	37.446890383961
ALG3	1	670.710684734971	663.174976914137	533.163126779573	1	386.205854961759
ALG5	464.065186624525	707.592817189576	651.386656954566	689.521909819933	1	141.27964767853
ALG6	104.071999372825	84.9267414236142	462.508792903518	320.953506453992	1	181.793643046331
ALG8	918.94457693355	529.177204331973	685.247494285738	471.2204835845	1	183.860231143536
ALG9	47.7546563345669	25.4587911215268	110.826946239735	61.1790557321527	1	25.3333193134099
ALK	0	36.3945199230034	88.3569794715728	67.2415042373084	701.865556441744	0
ALKBH1	1	22.9861167907666	124.785387288885	112.852491857832	1	48.1415327897546
ALKBH3	401.084449177566	1	735.303752461532	1	1877.87183256661	1
ALKBH5	2180.59186862308	799.656488025736	1	450.401381553209	1	321.403490535127
ALKBH7	1	944.460139009652	1513.99195380779	972.904984960629	17942.9969482355	514.529986796189
ALMS1	1	134.801666118602	1	66.357411228366	1358.12281124912	1
ALOX12	513.922613904969	0	166.000276463206	428.090051291625	0	76.8835509158121
ALOX12B	285.437146795287	74.891716514695	1	1	2564.39710101643	1
ALOX12P2	1	70.4371230868063	1	1	753.550401891212	16.0379196488329
ALOX15	101.619980589602	42.7735647013708	1	18.7425197721491	1	24.3453683856873
ALOX5	1	1	11832.0525824376	1	1	16037.9894306884
ALOX5AP	1	1	8438.80188157783	8733.21780870169	1	6703.70285601547
ALPI	45.9867747148846	46.0651588730831	1	1	1	44.7511056132614
ALPK3	122.100024186827	30.1606215568495	51.3675900387881	1	1	46.8841452248226
ALPP	341.568036851408	203.657655470892	1	1	1	150.865580033633
ALPPL2	4864.87876885232	1701.64121250597	0	0	0	471.531346044432
ALS2CL	400.518677778265	36.5916822856903	1	1	1	120.540853205585
ALS2CR11	144.824721076202	1	1	1	2252.80464583484	1
ALX1	0	475.701221726493	692.18069982278	451.590613678552	16574.5913077282	0
AMBN	1	23.8541072399003	1	1	1	63.2807567375508
AMBRA1	1	48.4249501046285	183.617837474434	96.1725765303199	1	23.6495058395549
AMD1	484.824440069651	79.6103310091808	745.820018537011	152.200056987189	1	401.219964925454
AMDHD1	46.8871847523451	29.2983067831797	73.5029502473567	55.228785948492	1	29.5645608018949
AMELX	1	31.5220912039388	1	9.57715950657102	375.681789747112	22.7747272879584
