GeneSymbol	B cells	T cells	NK cells	Monocytes	Eosinophils	Neutrophils
ADPRHL1	2.2170929621165e-12	3.89001452282478e-10	0.000667068533288082	0.000958439044489963	0.789753005521182	1.49951412198721e-10
ADPRHL2	0.000855112559091899	1.91994027281436e-07	8.57063300914103e-09	0.00142248882706054	1	4.3940103671835e-39
ADRA1A	0.00601264605372394	0.00262261249167571	0.288380708916101	0.188034488845336	1	1.91758670587091e-21
ADRA2C	0.710425237432972	2.20298032320916e-11	0.664461494391946	0.017694760337403	9.26318677040898e-06	1
ADRB1	0.715586213905316	1.94624965056132e-08	0.0371222885466414	0.000685041767985092	0.727818380448786	7.23040699793798e-21
ADRB2	0.125634671258233	1.4047174394326e-19	5.37006902277961e-16	0.0317153479795465	1	1.84639229374627e-13
ADRBK2	0.0894398464356922	5.47444939051882e-16	1	1.31099939292982e-11	1	1.38360895420833e-43
ADRM1	0.00020028192599489	3.8761512743263e-06	4.0771765483959e-20	2.9672626036465e-24	0.14407689429183	5.56188973296675e-37
ADSS	1.5921890191669e-06	0.0221909046227549	2.46164206865786e-06	1.49414462134903e-14	0.738620827727659	2.25640824195232e-23
AEBP1	1	1.12471538907856e-23	0.000221781513441844	3.14264348665247e-18	0.302012135334501	1.81404574379561e-25
AEN	1.73778996714673e-11	0.00066150752739655	1.52416275293243e-06	9.36455973449002e-13	1	0.000342425814069655
AES	0.161636204149997	2.3981581616695e-51	1.60913870267644e-06	0.143018574223006	1	0.000170288536281239
AFAP1L1	1	2.03572314242768e-15	0.200773900567136	0.0060929475693349	0.000289605693456179	0.120540857515923
AFF1	1	0.134583443379991	2.65473265996778e-15	1.12773234549002e-07	0.00102105229850752	7.07936188140132e-33
AFF3	0.00078222651539313	2.48901279541822e-12	0.0392694008648961	0.0236399839860443	0.428985383714272	0.000204572251514369
AFF4	0.000101918951541637	0.099880096248718	2.17947200270864e-11	1.1744822670313e-19	0.108214420849554	3.70657111793379e-39
AFG3L1P	1	1.03815612386704e-53	1.32172638656005e-06	0.000864762957818475	0.264749191507548	7.66801640881652e-66
AFM	0.210699177810204	0.0682547909249363	0.464394344972657	0.314169918598679	1	0.358255343031019
AFP	0.0543436540327049	9.92452527841003e-14	1	0.00831634141273223	1	0.869558019039647
