"Mixture"	"B cells"	"T cells"	"NK cells"	"Monocytes"	"Eosinophils"	"Neutrophils"
"GSM5532588_cy5"	"0.065818998344332"	"0.340918027194183"	"0.0194213144014132"	"0.00916260331171665"	"0"	"0.564679056748356"
"GSM5532589_cy5"	"0.0817065077947019"	"0.2383903063781"	"0.0212483618923177"	"0.0847388499198244"	"0"	"0.573915974015056"
"GSM5532590_cy5"	"0.0386702537158304"	"0.343634574701405"	"0.0479663512998543"	"0.0957455797360514"	"0"	"0.473983240546859"
"GSM5532591_cy5"	"0.0674030554415503"	"0.217792297675107"	"0.0447179426949602"	"0.127426709674166"	"0"	"0.542659994514216"
"GSM5532592_cy5"	"0.0910312879286205"	"0.403317363064571"	"0.0305123528163149"	"0.094571940771357"	"0"	"0.380567055419137"
"GSM5532593_cy5"	"0.0854933114499456"	"0.276462923472877"	"0"	"0.0759405692306492"	"0"	"0.562103195846529"
"GSM5532594_cy5"	"0.0957213955466568"	"0.607862200192296"	"0"	"0.0424976913468828"	"0"	"0.253918712914164"
"GSM5532595_cy5"	"0.188027931615741"	"0.271620748398098"	"0.0412596813162736"	"0.0605772227538209"	"0"	"0.438514415916066"
"GSM5532596_cy5"	"0.133539152468055"	"0.343519609980864"	"0.0116107432833427"	"0.0375411885895845"	"0"	"0.473789305678154"
"GSM5532597_cy5"	"0.0894656940316552"	"0.335116937848534"	"0.00509656006404793"	"0.0181599693847618"	"0"	"0.552160838671001"
"GSM5532598_cy5"	"0.08887979464148"	"0.207030457361914"	"0.0769206343591887"	"0.0933776055711345"	"0"	"0.533791508066283"
"GSM5532599_cy5"	"0.0854337383053949"	"0.284511349773474"	"0.0800320700769002"	"0.105445484645759"	"0"	"0.444577357198472"
"GSM5532600_cy5"	"0.0293749940285575"	"0.198862436723247"	"0.0661807180496581"	"0.0869564702205857"	"0"	"0.618625380977952"
"GSM5532601_cy5"	"0.0879832188498024"	"0.311331849656445"	"0"	"0.0429157842750922"	"0"	"0.557769147218661"
"GSM5532602_cy5"	"0.0822083629369871"	"0.438017416723329"	"0"	"0.0640644594403791"	"0"	"0.415709760899305"
"GSM5532603_cy5"	"0.0569423247238794"	"0.234922318399744"	"0.0608288487678518"	"0.141954503089762"	"0"	"0.505352005018764"
"GSM5532604_cy5"	"0.0914043199755775"	"0.20000926958232"	"0.0848699495939308"	"0.0815880424906073"	"0"	"0.542128418357564"
"GSM5532605_cy5"	"0.105245379853481"	"0.27582074168995"	"0.0159749415331969"	"0.0771852429107705"	"0"	"0.525773694012602"
"GSM5532606_cy5"	"0.13365033206974"	"0.23221882946308"	"0.0159919759606072"	"0.0942484866607773"	"0"	"0.523890375845796"
"GSM5532607_cy5"	"0.0845826558650578"	"0.259517283753488"	"0.130740212595282"	"0.0056130083430062"	"0"	"0.519546839443166"
"GSM5532608_cy5"	"0.118270729339002"	"0.187923570413306"	"0.0528997137168013"	"0.125411828930107"	"0"	"0.515494157600784"
"GSM5532609_cy5"	"0.115308365003739"	"0.385979673751999"	"0.0273248634507302"	"0.0873851952826295"	"0"	"0.384001902510902"
"GSM5532610_cy5"	"0.0654885835716145"	"0.220600019548935"	"0.0542520282036386"	"0.0277858085358998"	"0"	"0.631873560139913"
"GSM5532611_cy5"	"0.162368455473814"	"0.243842099066842"	"0.0555683409988413"	"0.00336828914123109"	"0"	"0.534852815319271"
"GSM5532612_cy5"	"0.108625213324919"	"0.237239030426825"	"0.0247068256886377"	"0.0117547526117617"	"0.0120791539281948"	"0.605595024019662"
"GSM5532613_cy5"	"0.0838962938481611"	"0.335356649061194"	"0.00707476103045876"	"0"	"0"	"0.573672296060186"
"GSM5532614_cy5"	"0.0586720589475999"	"0.362623931638407"	"0.177224512907683"	"0"	"0"	"0.40147949650631"
"GSM5532615_cy5"	"0.032167059344633"	"0.2681223642443"	"0.0711614269250447"	"0.125850234589217"	"0"	"0.502698914896805"
"GSM5532616_cy5"	"0.145248103307282"	"0.334348105351145"	"0.0431305971307945"	"0.108674247383772"	"0"	"0.368598946827006"
"GSM5532617_cy5"	"0.153435361500067"	"0.197957070432012"	"0.0244210905260236"	"0.110282860819742"	"0"	"0.513903616722156"
"GSM5532618_cy5"	"0.176120046441121"	"0.148731385198802"	"0.0266261337843448"	"0.151684589000063"	"0"	"0.496837845575669"
"GSM5532619_cy5"	"0.0645977178230994"	"0.266320414445145"	"0.0170964691351613"	"0.0951394783972989"	"0.00310580455533899"	"0.553740115643956"
"GSM5532620_cy5"	"0.093538803848172"	"0.301459809683361"	"0.0641256172248106"	"0"	"0.00363137672332945"	"0.537244392520328"
"GSM5532621_cy5"	"0.107435478862746"	"0.276424809890603"	"0"	"0"	"0.0161068061869941"	"0.600032905059657"
"GSM5532622_cy5"	"0.0913589209481006"	"0.161897131385368"	"0.0508034626640357"	"0.0752378622609307"	"0"	"0.620702622741565"
"GSM5532623_cy5"	"0.000498855496510736"	"0.746798628730922"	"0.166120828444388"	"0"	"0"	"0.0865816873281803"
"GSM5532624_cy5"	"0.0350089985827278"	"0.493988894860774"	"0.130006379679261"	"0.039070184847725"	"0"	"0.301925542029512"
"GSM5532625_cy5"	"0.0296979714023533"	"0.318747168068117"	"0.100593865354312"	"0"	"0.00194699428374178"	"0.549014000891476"
"GSM5532626_cy5"	"0.03928751794843"	"0.397998268149153"	"0.0516544282053679"	"0.0514461990763634"	"0"	"0.459613586620686"
"GSM5532627_cy5"	"0.0194702519228595"	"0.360035756816009"	"0.0615108438229214"	"0.10490146938802"	"0"	"0.45408167805019"
"GSM5532628_cy5"	"0"	"0.324756775644721"	"0.0906125968992636"	"0.0853055043066816"	"0.0315218920454406"	"0.467803231103892"
"GSM5532629_cy5"	"0.1062081159002"	"0.489449311661094"	"0.072077316761093"	"0.0512758216683664"	"0"	"0.280989434009246"
"GSM5532630_cy5"	"0.0495922845601828"	"0.151698476648334"	"0.0910755313641674"	"0.0688611272254447"	"0"	"0.638772580201871"
"GSM5532631_cy5"	"0.0337016146754335"	"0.11885118690835"	"0.0352145927131753"	"0.0449825679931019"	"0"	"0.767250037709939"
"GSM5532632_cy5"	"0.0231596148944042"	"0.161304386755102"	"0.0213857682289193"	"0.0703036309551713"	"0"	"0.723846599166403"
"GSM5532633_cy5"	"0.0229559334545709"	"0.144225277680747"	"0.0194218305004621"	"0.119062743832379"	"0"	"0.694334214531841"
"GSM5532634_cy5"	"0.0599494354928829"	"0.20252342257884"	"0.0297930082932822"	"0.138268648534806"	"0"	"0.569465485100189"
"GSM5532635_cy5"	"0.0948126139803215"	"0.220933411363559"	"0.0686755302843835"	"0.130678061444893"	"0"	"0.484900382926843"
"GSM5532636_cy5"	"0.0947846797171434"	"0.216609039795085"	"0.0319016285369627"	"0.186672137750465"	"0"	"0.470032514200344"
"GSM5532637_cy5"	"0.124793183853434"	"0.240659126540842"	"0.00695658467963721"	"0.0573802131798358"	"0"	"0.57021089174625"
"GSM5532638_cy5"	"0.0496919048960943"	"0.191074714274582"	"0.0118775067858204"	"0.0529834362928313"	"0"	"0.694372437750672"
"GSM5532639_cy5"	"0.0784552412918527"	"0.235770744033723"	"0.00305097522996119"	"0.133570631939027"	"0"	"0.549152407505436"
"GSM5532640_cy5"	"0.0790844470059734"	"0.285326638808253"	"0.0162692093786606"	"0.0809158319307863"	"0"	"0.538403872876326"
"GSM5532641_cy5"	"0.10236871135044"	"0.437283109681474"	"0.0339953527830455"	"0.0708954468615039"	"0"	"0.355457379323536"
"GSM5532642_cy5"	"0.139934068594068"	"0.250183428584617"	"0"	"0"	"0"	"0.609882502821315"
"GSM5532643_cy5"	"0.0643792722590272"	"0.464751267462683"	"0.00833851155960666"	"0.0507968254758928"	"0"	"0.41173412324279"
"GSM5532644_cy5"	"0.0373774877786186"	"0.313596044146016"	"0.011092411236864"	"0.0894141976270787"	"0"	"0.548519859211423"
"GSM5532645_cy5"	"0.0901043508189078"	"0.350026733246914"	"0.0149394531011878"	"0.0333148527449658"	"0"	"0.511614610088024"
"GSM5532646_cy5"	"0.0998045782680509"	"0.457743234790672"	"0"	"0.0634393479540504"	"0"	"0.379012838987227"
"GSM5532647_cy5"	"0.108396442406595"	"0.308277897219762"	"0"	"0.012438006476388"	"0"	"0.570887653897255"
"GSM5532648_cy5"	"0.0787580897868875"	"0.222393374402019"	"0.0590540020196967"	"0.00513956563521934"	"0"	"0.634654968156178"
"GSM5532649_cy5"	"0.0683643700187558"	"0.191371362947071"	"0.081889521921141"	"0"	"0"	"0.658374745113032"
"GSM5532650_cy5"	"0.109325020012342"	"0.405775933234994"	"0.00104761847055491"	"0.0776998305343205"	"0"	"0.406151597747789"
"GSM5532651_cy5"	"0.090128230877367"	"0.260937030475564"	"0.0161879361442396"	"0"	"0"	"0.632746802502829"
"GSM5532652_cy5"	"0.11734569007544"	"0.274791382142853"	"0"	"0.0231332259365486"	"0"	"0.584729701845159"
"GSM5532653_cy5"	"0.156043662623851"	"0.269299187411809"	"0.0465098232098798"	"0.0429651368875863"	"0"	"0.485182189866874"
"GSM5532654_cy5"	"0.0353806389057401"	"0.249735325359478"	"0.0935251766172741"	"0.0702771068175459"	"0"	"0.551081752299962"
"GSM5532655_cy5"	"0.0718596695852396"	"0.257055871372984"	"0.012320017394694"	"0.151770208190832"	"0"	"0.506994233456251"
"GSM5532656_cy5"	"0.0729026996915692"	"0.407008312036996"	"0.0974401662000736"	"0.115533618321224"	"0"	"0.307115203750137"
"GSM5532657_cy5"	"0.10624943924039"	"0.379949735429789"	"0.00957185212386145"	"0.108357414807024"	"0"	"0.395871558398935"
"GSM5532658_cy5"	"0.0272192610055774"	"0.310170265562001"	"0.0585336065974929"	"0.0582219130353371"	"0"	"0.545854953799591"
"GSM5532659_cy5"	"0.0842835087527375"	"0.418577601695264"	"0"	"0.121181189194996"	"0"	"0.375957700357002"
"GSM5532660_cy5"	"0.0519807680385881"	"0.168486271844305"	"0.0511075167586579"	"0.0554934519698692"	"0"	"0.67293199138858"
"GSM5532661_cy5"	"0.206581461154994"	"0.263201902736396"	"0.0992240809009771"	"0.0195102295574158"	"0"	"0.411482325650216"
"GSM5532662_cy5"	"0.118818157167225"	"0.340042040457541"	"0.063232084262025"	"0.149939939029754"	"0"	"0.327967779083455"
"GSM5532663_cy5"	"0.0981666321856691"	"0.253573911175935"	"0.0597150606867133"	"0.109064289944118"	"0"	"0.479480106007564"
"GSM5532664_cy5"	"0.0977817553104238"	"0.359579809525469"	"0.0326984785351899"	"0.103330820182025"	"0"	"0.406609136446892"
"GSM5532665_cy5"	"0.136952315866022"	"0.416305362558212"	"0"	"0.0877717695048419"	"0"	"0.358970552070924"
"GSM5532666_cy5"	"0.14629670953499"	"0.43321606230984"	"0.0461637004074237"	"0.124190557520838"	"0"	"0.250132970226908"
"GSM5532667_cy5"	"0.116830517523666"	"0.176504401648302"	"0.054028524610041"	"0.0711161957097546"	"0"	"0.581520360508237"
"GSM5532668_cy5"	"0.0681641093849302"	"0.256330559874045"	"0.0491204738285864"	"0.129441088555937"	"0"	"0.496943768356502"
"GSM5532669_cy5"	"0.0898590044276091"	"0.352620467495035"	"0"	"0.0249065885680132"	"0"	"0.532613939509343"
"GSM5532670_cy5"	"0.123084359428847"	"0.241106459845282"	"0.0198942428062387"	"0.039325824970006"	"0"	"0.576589112949626"
"GSM5532671_cy5"	"0.0763974051178837"	"0.327010336321335"	"0.00855493762688522"	"0.121964285437176"	"0"	"0.46607303549672"
"GSM5532672_cy5"	"0.0772226133726325"	"0.278673401104789"	"0.0375633510349945"	"0.093008276671164"	"0"	"0.51353235781642"
"GSM5532673_cy5"	"0.10223242305176"	"0.211560190849951"	"0.00723284221703665"	"0.0766262156029886"	"0"	"0.602348328278264"
"GSM5532674_cy5"	"0.106428468900018"	"0.245498393040005"	"0"	"0.0298582519512074"	"0"	"0.61821488610877"
"GSM5532675_cy5"	"0.0928415011464063"	"0.226249221176841"	"0.0295079446545579"	"0.0867352403718363"	"0"	"0.564666092650359"
"GSM5532676_cy5"	"0.129808473905947"	"0.322647157923883"	"0.0118077304920464"	"0.0139750287874207"	"0"	"0.521761608890703"
"GSM5532677_cy5"	"0.119501648070912"	"0.263363771723786"	"0.0453258079808485"	"0.0565405315800581"	"0"	"0.515268240644395"
"GSM5532678_cy5"	"0.0510972529513281"	"0.190632378676738"	"0.0291258471650757"	"0.0739310588274675"	"0"	"0.65521346237939"
"GSM5532679_cy5"	"0.145327130916085"	"0.276874597667095"	"0.0166489407382233"	"0.0836396076909698"	"0"	"0.477509722987627"
"GSM5532680_cy5"	"0.122613659542077"	"0.243937237080159"	"0.00376346817789954"	"0.00724329193738665"	"0"	"0.622442343262478"
"GSM5532681_cy5"	"0.056692483728492"	"0.342913210740933"	"0.0274909508508897"	"0.0706079500162501"	"0"	"0.502295404663435"
"GSM5532682_cy5"	"0.117638935769359"	"0.244839175370827"	"0.0130661524446076"	"0.0663653493796496"	"0"	"0.558090387035557"
"GSM5532683_cy5"	"0.0899898286246981"	"0.303344132574209"	"0.0305962513836577"	"0.0538469754599073"	"0"	"0.522222811957528"
"GSM5532684_cy5"	"0.0526772530222203"	"0.36259902631386"	"0.0266362273581673"	"0.0802429264465762"	"0"	"0.477844566859176"
"GSM5532685_cy5"	"0.123933579019504"	"0.354165582709935"	"0.00275166062882834"	"0.0322854774273995"	"0"	"0.486863700214333"
"GSM5532686_cy5"	"0.0876863380054974"	"0.572873244629369"	"0"	"0.080776364627733"	"0"	"0.258664052737401"
"GSM5532687_cy5"	"0.0909544234622215"	"0.319925478966655"	"0.00169622813605262"	"0.0237057899271761"	"0"	"0.563718079507895"
"GSM5532688_cy5"	"0.072921713556515"	"0.340844224017543"	"0.000790870352828004"	"0.060191956481411"	"0"	"0.525251235591702"
"GSM5532689_cy5"	"0.120141578949106"	"0.450974153347372"	"0.0631884965910997"	"0.0680596020135414"	"0"	"0.297636169098881"
"GSM5532690_cy5"	"0.0584300228853307"	"0.483049186660224"	"0.0319175149488741"	"0.110607019229445"	"0"	"0.315996256276126"
"GSM5532691_cy5"	"0.0964850272629097"	"0.461372206361808"	"0"	"0.105086029204379"	"0"	"0.337056737170903"
"GSM5532692_cy5"	"0.10273397979699"	"0.203928938118357"	"0.0136499154390446"	"0.0745076952438486"	"0"	"0.60517947140176"
"GSM5532693_cy5"	"0.0769103726832458"	"0.33915999211695"	"0.0055486802430908"	"0.056745371442513"	"0"	"0.5216355835142"
"GSM5532694_cy5"	"0.0865769369013077"	"0.231106092837091"	"0.0449955027846247"	"0.147109589081725"	"0"	"0.490211878395251"
"GSM5532695_cy5"	"0.0864360415420073"	"0.232368718647618"	"0.135290539728056"	"0.10065293682042"	"0"	"0.445251763261898"
"GSM5532696_cy5"	"0.0861370126456595"	"0.203371913945966"	"0.0472314662988967"	"0.132848673987936"	"0"	"0.530410933121543"
"GSM5532697_cy5"	"0.058921713724083"	"0.23685328423958"	"0.0692091901484439"	"0.139206125251295"	"0"	"0.495809686636599"
"GSM5532698_cy5"	"0.0330384809225139"	"0.183310895650866"	"0.108075566403076"	"0.0102762038725585"	"0"	"0.665298853150986"
"GSM5532699_cy5"	"0.0140824640815617"	"0.235533791455206"	"0.060918044112306"	"0.16381230559035"	"0"	"0.525653394760576"
"GSM5532700_cy5"	"0.0764829791678418"	"0.305693173864784"	"0.182644223782217"	"0.0463873426490343"	"0"	"0.388792280536123"
"GSM5532701_cy5"	"0.0499599981178808"	"0.422464700162234"	"0.240171414629889"	"0.0716787513153185"	"0"	"0.215725135774678"
"GSM5532702_cy5"	"0.0139867909660703"	"0.255324554435312"	"0.0528968522418691"	"0.177376183152738"	"0"	"0.500415619204011"
"GSM5532703_cy5"	"0.0706391905065373"	"0.235344099245209"	"0.0272664922061612"	"0.152551942156922"	"0"	"0.51419827588517"
"GSM5532704_cy5"	"0.0477268543316041"	"0.164625130828533"	"0.0379671965687866"	"0.238601208269689"	"0"	"0.511079610001387"
"GSM5532705_cy5"	"0.0222072949879497"	"0.338597207239902"	"0.0378887001387302"	"0.0642299238924354"	"0"	"0.537076873740983"
"GSM5532706_cy5"	"0.0271867781898279"	"0.189881533662143"	"0.104221512527313"	"0.124667708637014"	"0"	"0.554042466983701"
"GSM5532707_cy5"	"0.0173960213234171"	"0.202276832717701"	"0.0933519176577395"	"0.115041271832788"	"0"	"0.571933956468354"
"GSM5532708_cy5"	"0.0519974562446189"	"0.174281673285902"	"0.0984926694780888"	"0.11438868434355"	"0"	"0.560839516647841"
"GSM5532709_cy5"	"0"	"0.254979411047301"	"0.114000963113161"	"0.0510524473448974"	"0"	"0.579967178494641"
"GSM5532710_cy5"	"0.106386388731874"	"0.214357862012589"	"0.10610366485326"	"0.0268791373991184"	"0"	"0.546272947003159"
"GSM5532711_cy5"	"0.0590911428694389"	"0.170927963534632"	"0.062224035850706"	"0.184883097200201"	"0"	"0.522873760545022"
"GSM5532712_cy5"	"0.00555428531127512"	"0.179480974699202"	"0.0891198300110111"	"0.101307161614614"	"0"	"0.624537748363897"
"GSM5532713_cy5"	"0.0837510031097637"	"0.288317911775001"	"0.0556229756583316"	"0.157728169178909"	"0"	"0.414579940277995"
"GSM5532714_cy5"	"0.104822193373337"	"0.28839944967914"	"0.0257503338342918"	"0.118488354802559"	"0"	"0.462539668310672"
"GSM5532715_cy5"	"0.132674464356132"	"0.170589995314499"	"0"	"0.155763169099125"	"0"	"0.540972371230245"
"GSM5532716_cy5"	"0.0922137583178475"	"0.303063370259659"	"0.106930032399196"	"0.126067374390968"	"0"	"0.37172546463233"
"GSM5532717_cy5"	"0.0579314015253195"	"0.260230211164188"	"0.113778353530715"	"0.0780090511087461"	"0"	"0.490050982671031"
"GSM5532718_cy5"	"0.121311064185683"	"0.302200054814274"	"0.0446431298109164"	"0.0754427383799383"	"0"	"0.456403012809188"
"GSM5532719_cy5"	"0.0803336314649441"	"0.270273327731171"	"0.0369170522692206"	"0.125480815604047"	"0"	"0.486995172930618"
"GSM5532720_cy5"	"0.0301840460890653"	"0.317095385247507"	"0.0436467378420234"	"0.134408914790439"	"0"	"0.474664916030966"
"GSM5532721_cy5"	"0.0761435927814392"	"0.186021842223902"	"0.0628945101421482"	"0.0895666109310711"	"0"	"0.585373443921439"
"GSM5532722_cy5"	"0.114492606892525"	"0.24791764004152"	"0.0232155069341523"	"0.0605807310836818"	"0"	"0.553793515048122"
