GeneSymbol	B_cells	T_cells	NK_cells 	Monocytes	Eosinophils	Neutrophils
A1BG	0.441935281369302	0.142578525969719	0.224923545333001	0.048347104556391	0	0.186502251983327
A1BG.AS1	2.97170104751946	0.308110836687338	0.28826114900606	0.0819711913041362	2.7666185163647	0.132551777060483
A1CF	0.245655000386041	0	0.117694428760218	0.395230759676546	0.208214294072428	0.0632012317184634
A2M	0.123879967270626	2.13621315475539	0.217771390227096	0.092040051744364	0.523116032966282	0.0714106640378791
A2M.AS1	0	0.057984437028325	0.35566335970148	0	0	0
A2ML1	0.582052946394558	0.334571701077592	0.304046741123496	1.54935173607814	0.34559104946087	0.0532410193822153
A2MP1	1.1447002749857	1.3483379405194	0.243780113038099	1.49153826713254	5.3050176398611	0.0530436081386349
A4GALT	3.10717960726917	1.67669530485639	0.126244774114637	1.99904696434416	1.38617660413677	0.126268559778717
A4GNT	1.20708806347316	0.0986971508741093	0.189057848098305	1.60256307732617	0.205695711894466	0.0853280090909247
AA06	2.30544328788206	0.759799079280987	0.128224904980992	0.197696220647969	0.536519237487408	0.0787725210920999
AAAS	0.128084178739163	0	0.0830980611614766	0.0535667915189137	5.53053661942846	1.56090254512464
AACS	0.130561388773303	0.0790401519710799	0.119858651817084	0.185776897006653	0.123570501184	0.242660651883228
AACSP1	0	0.211426546572931	0.138780720396221	0.227382915947313	2.40774216982763	0.0916400835563359
AADAC	3.9098352330425	0	0.183031549266768	0.260332041092982	1.37143383077811	0.162238186543195
AADACL2	1.04301013774053	1.22603799900974	0.344618434338192	0.359957518560157	0.441040458079215	0.229556351401202
AADACP1	2.21400435065978	1.0973644644296	0.328081030851838	0	2.41338716925151	0.142190078012472
AADAT	1.84631831014479	1.31998227752889	0.132743897313658	0.136343108240042	3.4997435097442	0.126843676653882
AAED1	6.67838030052075	0.0420646919961467	0.116018904909239	0.0536984261567213	5.12902911523193	1.52762336395547
AAGAB	0.103944416508386	0.0629930713227457	0.219959448287901	0.0289457015077088	0.146106714333278	0.033955928891262
AAK1	0.834848550711951	0.0310632360016151	0.0657490350722213	0.0476602988359796	0.272619741305699	0.0704979247830513
AAMDC	0.273379067336214	0.189444199801771	0.200608991742217	0.0575521603149383	0.177215390219589	0.105966907133841
AAMP	0.15798074750177	0.063077124669797	0.149966664797522	0.0305801877350309	0	0.274298976465695
AANAT	1.64688433491638	0	0.222930440339525	0.353106493014055	1.45774708990223	0.08864634237403
AAR2	0.107632004907924	0.0372045413196598	0.0701812922879224	0.0272611804433492	13.2893542393084	0.132469057662481
AARS	0.0335989500118041	0.144068594494192	0.125476213624719	0.0256535366930109	24.2330325511932	0.300046645077173
AARS2	0.132098171361472	0.0349022236461763	0.0928448024252604	0.0487814606975042	0.733096595647437	1.69213938718311
AASDH	0.132008277073095	0.0217470936986905	0.436639584295571	0.0323487223745167	0.420803939025977	0.0363318387758698
AASDHPPT	0.175216378917668	0.0264786841037069	1.24983873097845	0.0821261085913823	0.118483615677343	0.0377297228332687
AASS	2.18247638646934	0.0378952628301922	0.564877066403556	0.399423257684986	1.16020871701812	0.241981878186584
AATF	0.161413735472094	0.0595295281791136	0.102723568692684	0.0253989566925933	0	0.0428044070053346
AATK	0	0	0	0.0476651484958737	8.73339318396457	0.031720312672702
AB488780	2.58554072792717	0.0374641880042075	0.168080045341998	0.802346684120992	9.1524901522059	0.107080217121204
ABAT	0	0.057512409729236	194.329733786301	0	0.285320690398923	0.0290489195889514
ABCA1	0	0.0675432281936048	0	0	0.377427564583792	0.0197307953910627
ABCA11P	0.251543130984814	0.0351327340592724	0.619228585438084	0.106598075935111	0.284308682869231	0.157281752938268
ABCA12	1.26222889623584	0	0.154368625807445	0.948038208418374	1.20208863404964	0.103226231714906
ABCA13	0.239804690420075	0	0	3.69636424275014	0.17936831847587	0.123917239699183
ABCA17P	0	0.0882427120893137	0.1428026260334	1.36879744869214	5.31158347066788	0.0657186314009646
ABCA2	0	0	0.497712719930668	0.0420064074243868	0	0.0734047441069137
ABCA3	0.302427552930439	0.177805227351191	1.0697637724226	0.126254903724818	3.64947792845746	0.266724311232705
ABCA4	2.36466736375589	0	0.53268559651618	0.181130931143165	4.78314061880801	0.077044588415837
ABCA5	0	0.0248772693622203	0.270088734549339	0.161163631968063	0.231942249143308	0.0317484673361201
ABCA6	0.303983550521632	1.76720690937533	0.136603290933426	2.08787006317979	2.85553041096994	0.411303153319151
ABCA7	66.3315577781945	0	0.147677229531386	0.033787267849452	0	0.288386654570187
ABCA8	2.78738895097871	0.558354555229702	0.82320493930773	0.465319506066912	0	0.0623380595078574
ABCA9	0.959321342645081	1.04086141132687	1.91579973767259	0.893992039997059	2.73802220565146	0.440150513934849
ABCB1	3.27043524217211	0.0379143676341876	0.0599904733861593	0	0	0
ABCB10	0.144328591158639	0.0352200225782683	0.112112840343146	0.15383937715202	0.126092800563434	0.0511549468384345
ABCB11	0.688509051921539	0.30618412771468	0.39654379391824	0.188682661758229	0.822144415881296	0.0785577023034079
ABCB4	0.082685523480555	0.0553514678434656	0	0.124165181406224	0	1.07995350824036
ABCB5	0.335018429072801	0	0.563335644978208	0.275835315350795	0.365809189417977	0.0512882513268514
ABCB6	0.0750439668842703	0	0.362985033210534	0.141297559515371	3.1717645937177	0.117439043624071
ABCB7	0.0874254129125817	0.0189554907566551	0.201556241775996	0.0252628657562939	13.989677371274	0.0613075520644321
ABCB8	0.109399962516915	0.15790152710012	0.210435804607715	0.0883060151365386	4.98535741527213	0.050277151083339
ABCB9	5.35911471036605	0.184304480473753	0.290798383754918	2.82841029862578	9.01954816094247	0.0533226530828711
ABCC1	0.250370613308871	0.0337644703753494	0.0715651589102009	0.0470241211594828	0.0692930480522578	0.0654189530272998
ABCC10	1.76740022136933	0.0497017802160522	1.07869842594723	0.0912646408467225	0.134884000135692	0.103416079457852
ABCC11	0	0	0.211719577575696	0.330009414827471	0.324285809814653	0.0659151549748955
ABCC12	2.29105372485386	0.924793235226977	0.281432108469591	0.634045456440043	3.71407006226498	0.216955907071878
ABCC13	0.216114373753195	0	1.56133526654206	0.518233797989912	0.283908623199392	0.0718246774015085
ABCC2	0.433286378624474	0	0	0.10706927842394	1.32514892546253	0.0405787925538988
ABCC3	0.264601484655243	0.549709085696735	0.195132331233166	0.33777139433019	0.210370321477276	0.0689455911267676
ABCC4	0.174878117681784	0.181047266485775	6.0366123845522	0.737852711673371	0.164112438414515	0.0513586626925619
ABCC5	0	0.0793277205935129	0.729597971597745	0.0829612233385473	0.249655895409146	0.0221028276258489
ABCC6P1	2.39196197235118	1.58594409543968	0.463236734728497	0.294485592335791	0.224290853104973	0.0788011229873546
ABCC8	0.342326933424261	0.40968751911728	0.377923758894429	0.144081029792303	0.421556247685111	0.13490455224091
ABCC9	2.20219586516943	0.14201238921744	0.926703306603416	0.857380089468052	1.96175769112784	0.0927298962358908
ABCD1	4.70219485460078	0	0.193450863503366	0.0305999386346587	0	0.745744549466313
ABCD2	0.263507640872009	0.0411213654235514	0.404888221050667	1.44728276697815	4.64336285718289	0.48885268278714
ABCD3	0.357110602250507	0.036142117374361	8.35630572383933	0.158096509400306	0.110371438115912	0.0326254334860987
ABCD4	0.0906313885740921	0.0330580099684492	0.161414614906078	0.0318104858007183	15.8659889690643	0.296311016231314
ABCE1	0.0636677607883059	0.024755785554462	0.135526212805839	0.152985235630815	9.07997125879598	0.240475507646982
ABCF1	0.0466898670554234	0.0412275699332798	0.0445844600302766	0.0216004420271097	5.61020818648067	0
ABCF2	0.0644394922761886	0.0603716681984801	0.132064231674177	0.0289934173588406	23.0226299446813	0.0705117219063822
ABCF3	0.104091717649972	1.085401356301	0.10861530534765	0.0248081337313487	1.46534917082655	0.742350476714177
ABCG1	0	0.0552371813074459	9.42263449980553	0	0	0.0506947254516135
ABCG2	0.150561987764814	0.829264800622504	0.165614089708813	2.26748267391646	0.289958049112141	0.0716745655450594
ABCG4	1.95010394656788	0.306343720732504	0.118198202880082	0.11877317649085	6.71664609216418	0.108847550695509
ABCG5	1.26681678206358	0	0.397115597307829	0.302783053601909	0.400380921392624	0.178766642027388
ABCG8	1.04434143240677	0.322560460825444	0.16867548920519	1.06911025923767	4.22625366400981	0.137201406661719
ABHD1	0.872456958928995	0.410079765973819	0.464239895810583	0.133620705212216	0.564595427416256	0.0480390512602735
ABHD10	0.129364053762464	0.0198743844859662	0.0959593879384663	0.0857458707047331	1.8995926722877	0.0478942208642121
ABHD11	0.189686539408362	0.115904827853166	0.0735206635997688	0.0446102312813823	0.201400827920353	0.0352438017225162
ABHD12	0.105848821452463	0.271701960845328	0.0691286914712755	0.0543815870796206	13.7129581086442	0.264258202792848
ABHD13	6.07444170741962	0.138973606989498	0.484676003355335	0.418906964945271	0.13231072544856	0.0222831802004863
ABHD14B	0.104094318757462	0.0791806386771922	0.24614060269753	0.0644994028137457	0	0
ABHD15	0.245915712897261	0.0664301239230661	0.0764128778864197	0.0486668097164399	0	0
ABHD16A	4.01273088779474	0	0	0.0286583795555085	0	0.0381925851976594
ABHD16B	0.539757864683937	0.280848761278719	0.114019852667211	0.134685388587178	0.770626157968428	0.0766891077388829
ABHD17A	0.182836472235684	0.697342521424579	0.066610107085228	0.019384453073262	0	0
ABHD17B	0.300302956047965	0.0242033943699247	4.30520664423957	0	0.0982886407308829	0.0235678323410195
ABHD17C	0.300073367942034	0	3.35605501125942	0.129635233443444	0.247452071101364	0.0441227412055905
ABHD2	0	34.6517509704939	0.101577070628397	0.0606111415442179	0.415655399783235	0.0256767994465888
ABHD3	0.196964870230467	0.0790548777553162	59.9913017839247	0.234695740375947	312.583360387404	0.0185755053537517
ABHD4	0.0887142346706034	2.59034212710049	0.0662511109414719	0.0438359014168545	1.05679323790806	0.0193198663895733
ABHD5	0	0	0	0.15093717133098	85.6496293255172	0.018128803651987
ABHD6	7.39811519576364	0.0392533930341694	0.0958796251019728	0.0677711082849866	6.57773097884924	0.191013536646115
ABHD8	0.919699911135987	0	0.175248643335003	0.0228107473667705	0	1.02076030140485
ABI1	0.309374297070676	0.0372277562614982	0	0.834287521775593	0.129152660473073	0.0112028940816292
ABI2	0.157813540894414	0.0205944375940222	0.121122606552405	0.271679812861606	0.693827845189506	0.231931802930857
ABI3	7.47437308218981	0.089515501009898	0.0474637643965995	0.0415223752054016	0	0.622129637417536
ABI3BP	9.09175298327897	3.34902632947785	2.11786875873512	1.19540854573222	3.45201878644799	3.5198291507613
ABL1	0.0969493298663408	0.0877206765069211	0.0584610295993519	0.0424080379953916	3.92169840864422	0.206379194657105
ABL2	0.165682167340708	2.07314284505752	0.262618763099572	0.0396368934125216	0.444019588222263	0.026173972147842
